Dumbbell Bench Press, 62000000
Dumbbell Decline Bench Press, 1810000
Dumbbell Decline Fly, 973000
Dumbbell Fly, 6480000
Dumbbell Pullover, 2330000
Dumbbell Pullover (on apparatus), 112000
Dumbbell Pullover (on arched bench), 474000
Lever Bench Press (plate loaded), 9510000
Lever Barbell Bench Press (plate loaded), 1020000
Lever Chest Dip (plate loaded), 3940000
Lever Chest Press (plate loaded), 4240000
Lever Decline Chest Press (plate loaded), 5470000
Lever Decline Chest Press (plate loaded), 5470000
Lever Wide Grip Chest Press (plate loaded), 4240000
Lever Chest Dip, 2610000
Lever Chest Dip, 2610000
Lever Bent-over Fly (on iron cross machine), 3660000
Lever Seated Decline Fly (gripless), 39000
Lever Lying Fly, 6470000
Lever Pec Deck Fly, 939000
Lever Decline Pec Deck Fly, 2670000
Lever Seated Fly, 1240000
Lever Seated Fly, 1240000
Lever Seated Fly (gripless), 105000
Lever Seated Iron Cross Fly, 9140000
Lever Bench Press, 15500000
Lever Chest Press, 11900000
Lever Alternating Chest Press, 3150000
Lever Chest Press, 11900000
Lever Parallel Grip Chest Press, 2890000
Lever Decline Chest Press, 1560000
Lever Alternating Decline Chest Press, 9040000
Lever Decline Bench Press, 1470000
Cable Decline Fly, 5970000
Cable Lying Fly, 8520000
Cable Seated Fly, 7490000
Cable Standing Fly, 18400000
Cable Decline Fly, 5600000
Cable Lying Fly, 8520000
Cable Seated Fly, 7420000
Cable Standing Fly, 18400000
Cable Bench Press, 39900000
Cable Bar Bench Press, 20800000
Cable Chest Press, 45600000
Cable One Arm Chest Press, 21700000
Cable Standing Chest Press, 19800000
Cable Bar Standing Chest Press, 15500000
Cable Twisting Chest Press, 8920000
Cable Decline Chest Press, 3200000
Cable Bar Standing Decline Chest Press, 11900000
Cable Standing Decline Chest Press, 2540000
Cable Twisting Standing Chest Press, 11500000
Sled Standing Chest Dip, 4800000
Sled Horizontal Grip Standing Chest Dip, 2410000
Smith Bench Press, 50800000
Smith Decline Bench Press, 5340000
Weighted Chest Dip, 2250000
Weighted Push-up, 515000000
Weighted Push-up (on handles), 176000000
Band-assisted Chest Dip, 2200000
Chest Dip (between benches), 13000000
Chest Dip (bent knees between benches), 29700000
Push-up, 3210000000
Archer Push-up, 14800000
Incline Push-up, 74300000
Incline Push-up (on bar), 5990000
Push-up (on knees), 64200000
One Arm Push-up, 554000000
Self-assisted Chest Dip, 5920000
Suspended Chest Dip, 6170000
Suspended Self-assisted Chest Dip, 346000000
Suspended Chest Press, 11900000
Suspended Fly, 88600000
Clap Push-up, 10200000
Depth Push-up, 226000000
Behind Head Chest Stretch, 46200000
PNF Behind Head Chest Stretch, 170000
Doorway Chest Stretch, 1630000
Lying Chest Stretch, 25100000
Straight Arm Chest Stretch, 16500000
Machine-assisted Chest Dip, 2280000
Machine-assisted Chest Dip (kneeling), 1560000
Barbell Bench Press, 22100000
Barbell Bench Press (power lift), 7790000
Barbell Board Press, 5360000
Barbell Floor Press, 10500000
Barbell Guillotine Bench Press, 560000
Barbell Bench Press (with chains), 1310000
Barbell Decline Bench Press, 1720000
Cable Chest Dip, 9290000
Cable Decline Fly, 5600000
Cable Lying Fly, 8290000
Cable Seated Fly, 7490000
Cable Standing Fly, 18400000
Cable Bench Press, 39900000
Cable Bar Bench Press, 20800000
Cable Chest Press, 33900000
Cable One Arm Chest Press, 21700000
Cable Standing Chest Press, 19800000
Cable Bar Standing Chest Press, 15500000
Cable Twisting Chest Press, 8920000
Cable Decline Chest Press, 3200000
Cable Bar Standing Decline Chest Press, 11900000
Cable Standing Decline Chest Press, 2540000
Cable Twisting Standing Chest Press, 11500000
Cable Decline Fly, 6180000
Cable Lying Fly, 8520000
Cable Seated Fly, 7490000
Cable Standing Fly, 18400000
Cable Bench Press, 39900000
Cable Bar Bench Press, 20800000
Cable Chest Press, 33900000
Cable One Arm Chest Press, 21700000
Cable Standing Chest Press, 19800000
Cable Bar Standing Chest Press, 15500000
Cable Twisting Chest Press, 8920000
Cable Decline Chest Press, 3200000
Cable Bar Standing Decline Chest Press, 11900000
Cable Standing Decline Chest Press, 2540000
Cable Twisting Standing Chest Press, 11500000
Dumbbell Bench Press, 56400000
Dumbbell Decline Bench Press, 1860000
Dumbbell Decline Fly, 973000
Dumbbell Fly, 6690000
Dumbbell Pullover, 2540000
Dumbbell Pullover (on apparatus), 112000
Dumbbell Pullover (on arched bench), 465000
Lever Bench Press (plate loaded), 9510000
Lever Barbell Bench Press (plate loaded), 1490000
Lever Chest Dip (plate loaded), 3500000
Lever Chest Press (plate loaded), 4240000
Lever Decline Chest Press (plate loaded), 5470000
Lever Decline Chest Press (plate loaded), 5470000
Lever Wide Grip Chest Press (plate loaded), 4900000
Lever Chest Dip, 2610000
Lever Chest Dip, 2610000
Lever Bent-over Fly (on iron cross machine), 3660000
Lever Seated Decline Fly (gripless), 39300
Lever Lying Fly, 3790000
Lever Pec Deck Fly, 939000
Lever Decline Pec Deck Fly, 2670000
Lever Seated Fly, 1270000
Lever Seated Fly, 1240000
Lever Seated Fly (gripless), 98200
Lever Seated Iron Cross Fly, 8200000
Lever Bench Press, 15500000
Lever Chest Press, 10900000
Lever Alternating Chest Press, 3250000
Lever Chest Press, 10900000
Lever Parallel Grip Chest Press, 2890000
Lever Decline Chest Press, 1560000
Lever Alternating Decline Chest Press, 8840000
Lever Decline Bench Press, 1470000
Cable Decline Fly, 5600000
Cable Lying Fly, 8520000
Cable Seated Fly, 7490000
Cable Standing Fly, 18400000
Cable Bench Press, 38200000
Cable Bar Bench Press, 20800000
Cable Chest Press, 33900000
Cable One Arm Chest Press, 21700000
Cable Standing Chest Press, 15600000
Cable Bar Standing Chest Press, 15500000
Cable Twisting Chest Press, 8920000
Cable Decline Chest Press, 3200000
Cable Bar Standing Decline Chest Press, 11900000
Cable Standing Decline Chest Press, 2540000
Cable Twisting Standing Chest Press, 11500000
Sled Standing Chest Dip, 4800000
Sled Horizontal Grip Standing Chest Dip, 2410000
Smith Bench Press, 66200000
Smith Decline Bench Press, 5340000
Weighted Chest Dip, 2250000
Weighted Push-up, 515000000
Weighted Push-up (on handles), 176000000
Band-assisted Chest Dip, 2200000
Chest Dip (between benches), 13000000
Chest Dip (bent knees between benches), 29600000
Push-up, 3620000000
Archer Push-up, 14800000
Incline Push-up, 74300000
Incline Push-up (on bar), 5990000
Push-up (on knees), 64200000
One Arm Push-up, 442000000
Self-assisted Chest Dip, 5920000
Suspended Chest Dip, 6170000
Suspended Self-assisted Chest Dip, 346000000
Suspended Chest Press, 13000000
Suspended Fly, 88600000
Clap Push-up, 10200000
Depth Push-up, 216000000
Behind Head Chest Stretch, 40000000
PNF Behind Head Chest Stretch, 173000
Doorway Chest Stretch, 1720000
Lying Chest Stretch, 25100000
Straight Arm Chest Stretch, 16500000
Barbell Incline Bench Press, 3730000
Cable Incline Bench Press, 3890000
Cable Bar Incline Bench Press, 2800000
Cable Incline Chest Press, 4070000
Cable Standing Incline Chest Press, 2750000
Cable Bar Standing Incline Chest Press, 16400000
Cable One Arm Standing Incline Chest Press, 10700000
Cable Incline Fly, 2450000
Cable Standing Incline Fly, 2160000
Dumbbell Incline Bench Press, 5840000
Dumbbell Incline Fly, 3810000
Lever Incline Bench Press (plate loaded), 1930000
Lever Barbell Incline Bench Press (plate loaded), 582000
Lever Parallel Grip Incline Bench Press (plate loaded), 1010000
Lever Incline Chest Press (plate loaded), 4490000
Lever Incline Chest Press (on Hammer military press), 3550000
Lever Incline Bench Press, 1890000
Lever Parallel Grip Incline Bench Press, 1470000
Lever Incline Chest Press, 1610000
Lever Alternating Incline Chest Press, 2210000
Lever Parallel Grip Incline Chest Press, 3720000
Lever Incline Fly, 2600000
Smith Incline Bench Press, 2430000
Decline Push-up, 204000000
Decline Push-up (on stability ball), 8230000
Pike Push-up, 21200000
Barbell Incline Bench Press, 4000000
Cable Incline Bench Press, 3890000
Cable Bar Incline Bench Press, 2800000
Cable Incline Chest Press, 4070000
Cable Standing Incline Chest Press, 2750000
Cable Bar Standing Incline Chest Press, 16400000
Cable One Arm Standing Incline Chest Press, 10700000
Cable Incline Fly, 2450000
Cable Standing Incline Fly, 2160000
Dumbbell Incline Bench Press, 5840000
Dumbbell Incline Fly, 3810000
Lever Incline Bench Press (plate loaded), 1930000
Lever Barbell Incline Bench Press (plate loaded), 582000
Lever Parallel Grip Incline Bench Press (plate loaded), 1010000
Lever Incline Chest Press (plate loaded), 4830000
Lever Incline Chest Press (on Hammer military press), 3550000
Lever Incline Bench Press, 1300000
Lever Parallel Grip Incline Bench Press, 1290000
Lever Incline Chest Press, 1400000
Lever Alternating Incline Chest Press, 1140000
Lever Parallel Grip Incline Chest Press, 3720000
Lever Incline Fly, 2770000
Smith Incline Bench Press, 2510000
Decline Push-up, 204000000
Decline Push-up (on stability ball), 7750000
Pike Push-up, 19800000
Machine-assisted Chest Dip, 2440000
Cable Standing Fly, 21100000
Lever Chest Dip, 2260000
Weighted Chest Dip, 2250000
Barbell Incline Shoulder Raise, 768000
Cable Incline Shoulder Raise, 2860000
Cable One Arm Incline Push, 3110000
Dumbbell Incline Shoulder Raise, 1230000
Lever Incline Shoulder Raise (plate loaded), 1570000
Lever Incline Shoulder Raise, 1870000
Smith Incline Shoulder Raise, 2760000
Push-up Plus, 1250000000
Clap Push-up, 8680000
Depth Push-up, 227000000
Barbell Push Crunch, 1240000
Barbell Push Sit-up, 2940000
Cable Lying Crunch (on stability ball), 1530000
Cable Lying Leg-Hip Raise, 4070000
Cable Lying Leg-Hip Raise (on bench), 3420000
Cable Lying Straight Leg-Hip Raise, 3390000
Cable Kneeling Crunch, 671000
Cable Seated Crunch, 1460000
Cable Overhead Seated Crunch, 857000
Cable Seated Crunch (plate loaded), 2730000
Cable Standing Crunch, 3720000
Cable Standing Overhead Crunch, 1820000
Cable Standing Overhead Crunch (multi-exercise bar), 1240000
Dumbbell Push Crunch, 2100000
Dumbbell Push Sit-up, 4140000
Lever Lying Crunch (plate loaded), 1460000
Lever Lying Leg Raise Crunch (plate loaded), 1150000
Lever Seated Leg Raise Crunch (plate loaded), 750000
Lever Vertical Leg-Hip Raise (plate loaded), 2320000
Lever Lying Crunch, 1050000
Lever Lying Leg-Hip Raise, 2260000
Lever Push Crunch, 2280000
Lever Seated Crunch, 730000
Lever Seated Crunch (arm bar), 1750000
Lever Seated Crunch (arm pad), 1820000
Lever Seated Crunch (chest pad), 2050000
Lever Seated Leg Raise Crunch, 697000
Lever Side Lying Leg Hip Raise, 2170000
Sled Leg Hip Raise (ab coaster), 1920000
Weighted Crunch, 69900000
Weighted Crunch (plate on chest), 1860000
Weighted Crunch (on stability ball), 817000
Weighted Overhead Crunch (on stability ball), 784000
Weighted Incline Crunch, 771000
Weighted Incline Crunch (arms crossed), 1540000
Weighted Incline Sit-up, 1170000
Weighted Incline Sit-up (arms crossed), 797000
Medicine Ball Overhead Throw Sit-up (machine), 2120000
Medicine Ball Chest Throw Sit-up (machine), 5940000
Weighted Sit-up, 33400000
Weighted Sit-up (arms crossed), 42600000
Weighted Hanging Leg-Hip Raise, 2100000
Weighted Incline Leg-Hip Raise, 868000
Weighted Lying Leg-Hip Raise, 1440000
Weighted Vertical Leg-Hip Raise, 4680000
Weighted Vertical Leg-Hip Raise (Bosu support), 522000
Weighted Vertical Leg-Hip Raise (on parallel bars), 2160000
V-up, 15740000000
Weighted Crunch, 56800000
Weighted Crunch (plate on chest), 1780000
Weighted Crunch (on stability ball), 783000
Weighted Overhead Crunch (on stability ball), 700000
Weighted Incline Crunch, 665000
Weighted Incline Crunch (arms crossed), 1330000
Weighted Incline Sit-up, 1010000
Weighted Incline Sit-up (arms crossed), 756000
Medicine Ball Overhead Throw Sit-up (machine), 2850000
Medicine Ball Chest Throw Sit-up (machine), 7460000
Weighted Sit-up, 30300000
Weighted Sit-up (arms crossed), 36500000
Weighted Hanging Leg-Hip Raise, 2160000
Weighted Incline Leg-Hip Raise, 935000
Weighted Lying Leg-Hip Raise, 1960000
Weighted Vertical Leg-Hip Raise, 4680000
Weighted Vertical Leg-Hip Raise (Bosu support), 515000
Weighted Vertical Leg-Hip Raise (on parallel bars), 2700000
Barbell Push Crunch, 1330000
Barbell Push Sit-up, 3220000
Cable Lying Crunch (on stability ball), 2200000
Cable Lying Leg-Hip Raise, 4030000
Cable Lying Leg-Hip Raise (on bench), 3540000
Cable Lying Straight Leg-Hip Raise, 3230000
Cable Kneeling Crunch, 671000
Cable Seated Crunch, 1460000
Cable Overhead Seated Crunch, 857000
Cable Seated Crunch (plate loaded), 2580000
Cable Standing Crunch, 3600000
Cable Standing Overhead Crunch, 1820000
Cable Standing Overhead Crunch (multi-exercise bar), 1420000
Lever Lying Crunch (plate loaded), 1460000
Lever Lying Leg Raise Crunch (plate loaded), 1050000
Lever Seated Leg Raise Crunch (plate loaded), 750000
Lever Vertical Leg-Hip Raise (plate loaded), 2600000
Weighted Crunch, 56800000
Weighted Crunch (plate on chest), 1780000
Weighted Crunch (on stability ball), 937000
Weighted Overhead Crunch (on stability ball), 700000
Weighted Incline Crunch, 771000
Weighted Incline Crunch (arms crossed), 1330000
Weighted Incline Sit-up, 1170000
Weighted Incline Sit-up (arms crossed), 797000
Medicine Ball Overhead Throw Sit-up (machine), 2260000
Medicine Ball Chest Throw Sit-up (machine), 5820000
Weighted Sit-up, 31200000
Weighted Sit-up (arms crossed), 39800000
Weighted Hanging Leg-Hip Raise, 2100000
Weighted Incline Leg-Hip Raise, 917000
Weighted Lying Leg-Hip Raise, 1400000
Weighted Vertical Leg-Hip Raise, 4410000
Weighted Vertical Leg-Hip Raise (Bosu support), 515000
Weighted Vertical Leg-Hip Raise (on parallel bars), 2160000
V-up, 15740000000
Weighted Incline Twisting Crunch (arms crossed), 1280000
Weighted Side Crunch, 1910000
Weighted Side Crunch (on stability ball), 4760000
Weighted Twisting Crunch, 1020000
Weighted Twisting Crunch (on stability ball), 3010000
Weighted Incline Twisting Sit-up, 836000
Weighted Incline Twisting Sit-up (arms crossed), 1440000
Weighted Twisting Sit-up, 2850000
Weighted Twisting Sit-up (arms crossed), 4330000
Crunch, 406000000
Crunch (arms crossed), 9260000
Crunch (arms down), 15700000
Crunch Up, 205000000
Incline Crunch, 1490000
Incline Crunch (arms crossed), 3090000
Incline Crunch (arms down), 1910000
Ball Crunch (on stability ball), 2570000
Crunch (on stability ball, arms crossed), 5730000
Jack-knife Sit-up, 14000000
Jack-knife Sit-up (on bench), 6110000
Hanging Leg-Hip Raise, 5060000
Hanging Leg-Hip Raise (with ab straps), 10600000
Hanging Straight Leg-Hip Raise, 11900000
Incline Leg-Hip Raise, 2170000
Lying Leg-Hip Raise, 5650000
Leg-Hip Raise (on stability ball), 22000000
Vertical Leg-Hip Raise, 7330000
Vertical Leg-Hip Raise (parallel bars), 4460000
Vertical Straight Leg-Hip Raise (parallel bars), 3180000
Vertical Leg-Hip Raise (Bosu support), 832000
Incline Sit-up, 10400000
Incline Sit-up (arms crossed), 3240000
Inverted Sit-up, 24600000
Sit-up, 4990000000
Sit-up (arms crossed), 63500000
Sit-up (arms down), 843000000
V-up, 18820000000
Weighted Hanging Leg-Hip Raise, 2100000
Weighted Incline Leg-Hip Raise, 868000
Weighted Lying Leg-Hip Raise, 1960000
Weighted Vertical Leg-Hip Raise, 4410000
Weighted Vertical Leg-Hip Raise (Bosu support), 517000
Weighted Vertical Leg-Hip Raise (on parallel bars), 2340000
Weighted Incline Sit-up, 1170000
Weighted Incline Sit-up (arms crossed), 797000
Medicine Ball Overhead Throw Sit-up (machine), 2620000
Medicine Ball Chest Throw Sit-up (machine), 5490000
Weighted Sit-up, 31200000
Weighted Sit-up (arms crossed), 42600000
Suspended Jack-knife, 15800000
Suspended Jack-knife Pike, 3800000
Suspended Pull Through, 85500000
Suspended Kneeling Rollout, 1290000
Suspended Standing Rollout, 4940000
Suspended Hanging Leg Hip Raise, 12700000
Medicine Ball Overhead Throw Sit-up (with partner), 2320000
Front Plank, 96400000
Stability Ball Rollout, 385000
Kneeling Abdominal Stretch, 1070000
Lying (Prone) Abdominal Stretch, 1820000
Lying (supine) Abdominal Stretch, 2680000
Standing Abdominal Stretch, 6390000
Cable Standing Twisting Crunch, 2060000
Lever Seated Twisting Leg Raise Crunch (plate loaded), 1110000
Weighted Incline Twisting Crunch (arms crossed), 1240000
Weighted Side Crunch, 2980000
Weighted Side Crunch (on stability ball), 5180000
Weighted Twisting Crunch, 1070000
Weighted Twisting Crunch (on stability ball), 3010000
Weighted Incline Twisting Sit-up, 836000
Weighted Incline Twisting Sit-up (arms crossed), 1440000
Weighted Twisting Sit-up, 2850000
Weighted Twisting Sit-up (arms crossed), 4800000
Weighted Incline Twisting Crunch (arms crossed), 1240000
Weighted Side Crunch, 2980000
Weighted Side Crunch (on stability ball), 5180000
Weighted Twisting Crunch, 1070000
Weighted Twisting Crunch (on stability ball), 3010000
Weighted Incline Twisting Sit-up, 836000
Weighted Incline Twisting Sit-up (arms crossed), 1440000
Weighted Twisting Sit-up, 2850000
Weighted Twisting Sit-up (arms crossed), 4800000
Crunch, 406000000
Crunch (arms crossed), 8710000
Crunch (arms down), 14200000
Crunch Up, 205000000
Incline Crunch, 1490000
Incline Crunch (arms crossed), 3080000
Incline Crunch (arms down), 1910000
Ball Crunch (on stability ball), 2570000
Crunch (on stability ball, arms crossed), 5730000
Jack-knife Sit-up, 14000000
Jack-knife Sit-up (on bench), 6110000
Hanging Leg-Hip Raise, 5060000
Hanging Leg-Hip Raise (with ab straps), 10600000
Hanging Straight Leg-Hip Raise, 11900000
Incline Leg-Hip Raise, 2170000
Lying Leg-Hip Raise, 5650000
Leg-Hip Raise (on stability ball), 22000000
Vertical Leg-Hip Raise, 7330000
Vertical Leg-Hip Raise (parallel bars), 4560000
Vertical Straight Leg-Hip Raise (parallel bars), 3060000
Vertical Leg-Hip Raise (Bosu support), 832000
Incline Sit-up, 9670000
Incline Sit-up (arms crossed), 4490000
Inverted Sit-up, 24600000
Sit-up, 4990000000
Sit-up (arms crossed), 63500000
Sit-up (arms down), 971000000
V-up, 18820000000
Hanging Leg-Hip Raise, 5060000
Hanging Leg-Hip Raise (with ab straps), 10600000
Hanging Straight Leg-Hip Raise, 11900000
Incline Leg-Hip Raise, 2170000
Lying Leg-Hip Raise, 5650000
Leg-Hip Raise (on stability ball), 22000000
Vertical Leg-Hip Raise, 7340000
Vertical Leg-Hip Raise (parallel bars), 4460000
Vertical Straight Leg-Hip Raise (parallel bars), 3180000
Vertical Leg-Hip Raise (Bosu support), 832000
Incline Sit-up, 9670000
Incline Sit-up (arms crossed), 3240000
Inverted Sit-up, 24600000
Sit-up, 4990000000
Sit-up (arms crossed), 63500000
Sit-up (arms down), 843000000
Suspended Jack-knife, 12900000
Suspended Jack-knife Pike, 3800000
Suspended Pull Through, 85500000
Suspended Kneeling Rollout, 1290000
Suspended Standing Rollout, 4940000
Suspended Hanging Leg Hip Raise, 12700000
Medicine Ball Overhead Throw Sit-up (with partner), 2320000
Front Plank, 96400000
Stability Ball Rollout, 385000
Kneeling Abdominal Stretch, 1100000
Lying (Prone) Abdominal Stretch, 1820000
Lying (supine) Abdominal Stretch, 2680000
Standing Abdominal Stretch, 6390000
Cable Standing Twisting Crunch, 2060000
Dumbbell 45° Side Bend, 2330000
Dumbbell Russian Twist (on stability ball), 2250000
Dumbbell Side Bend, 4200000
Lever Seated Twisting Leg Raise Crunch (plate loaded), 1110000
Lever Kneeling Twist, 798000
Lever Lying Twist, 4230000
Lever Seated Side Bend, 8540000
Lever Seated Twist, 1150000
Lever Seated Twist, 1150000
Lever Seated Twist, 1150000
Lever Seated Side Crunch, 2010000
Lever Standing Side Bend, 11200000
Sled Side Leg Hip Raise (ab coaster), 3940000
Weighted Incline Twisting Crunch (arms crossed), 1240000
Weighted Side Crunch, 2980000
Weighted Side Crunch (on stability ball), 5180000
Weighted Twisting Crunch, 1070000
Weighted Twisting Crunch (on stability ball), 3010000
Weighted Incline Twisting Sit-up, 836000
Weighted Incline Twisting Sit-up (arms crossed), 1440000
Weighted Twisting Sit-up, 2850000
Weighted Twisting Sit-up (arms crossed), 4800000
Medicine Ball Straight Arm Russian Twist (legs extended), 6090000
Weighted Russian Twist (on stability ball), 2150000
Weighted 45° Side Bend, 9810000
Weighted Side Bend (on stability ball), 22600000
Weighted Incline Twisting Crunch (arms crossed), 1240000
Weighted Side Crunch, 2980000
Weighted Side Crunch (on stability ball), 5180000
Weighted Twisting Crunch, 1070000
Weighted Twisting Crunch (on stability ball), 3010000
Weighted Incline Twisting Sit-up, 836000
Weighted Incline Twisting Sit-up (arms crossed), 1440000
Weighted Twisting Sit-up, 2850000
Weighted Twisting Sit-up (arms crossed), 4800000
Cable Standing Twisting Crunch, 2060000
Dumbbell 45° Side Bend, 2330000
Dumbbell Russian Twist (on stability ball), 2250000
Dumbbell Side Bend, 4200000
Lever Seated Twisting Leg Raise Crunch (plate loaded), 1110000
Crunch, 406000000
Crunch (arms crossed), 8710000
Crunch (arms down), 14200000
Crunch Up, 205000000
Incline Crunch, 1490000
Incline Crunch (arms crossed), 2820000
Incline Crunch (arms down), 1910000
Ball Crunch (on stability ball), 2570000
Crunch (on stability ball, arms crossed), 5730000
Jack-knife Sit-up, 14000000
Jack-knife Sit-up (on bench), 6110000
Hanging Leg-Hip Raise, 5060000
Hanging Leg-Hip Raise (with ab straps), 10200000
Hanging Straight Leg-Hip Raise, 11900000
Incline Leg-Hip Raise, 2170000
Lying Leg-Hip Raise, 5650000
Leg-Hip Raise (on stability ball), 22000000
Vertical Leg-Hip Raise, 7330000
Vertical Leg-Hip Raise (parallel bars), 4460000
Vertical Straight Leg-Hip Raise (parallel bars), 3180000
Vertical Leg-Hip Raise (Bosu support), 832000
Incline Sit-up, 9670000
Incline Sit-up (arms crossed), 3240000
Inverted Sit-up, 24600000
Sit-up, 4990000000
Sit-up (arms crossed), 63500000
Sit-up (arms down), 843000000
V-up, 18820000000
Hanging Twisting Leg Raise, 4210000
Vertical Twisting Leg Raise, 5310000
Vertical Twisting Leg Raise (on dip bar), 2760000
Weighted Incline Twisting Sit-up, 836000
Weighted Incline Twisting Sit-up (arms crossed), 1440000
Weighted Twisting Sit-up, 2850000
Weighted Twisting Sit-up (arms crossed), 4800000
Weighted Incline Twisting Crunch (arms crossed), 1240000
Weighted Side Crunch, 2980000
Weighted Side Crunch (on stability ball), 5180000
Weighted Twisting Crunch, 1070000
Weighted Twisting Crunch (on stability ball), 3010000
Suspended Jack-knife, 15800000
Suspended Jack-knife Pike, 3800000
Suspended Pull Through, 85500000
Suspended Kneeling Rollout, 1290000
Suspended Standing Rollout, 4940000
Suspended Hanging Leg Hip Raise, 12700000
Medicine Ball Overhead Throw Sit-up (with partner), 2320000
Medicine Ball Seated Twist (with partner), 2520000
Medicine Ball Seated Twist (on apparatus), 3040000
Medicine Ball Standing Twist (with partner), 12000000
Medicine Ball Standing Twist (on apparatus), 11100000
Front Plank, 96400000
Stability Ball Rollout, 385000
Kneeling Abdominal Stretch, 1100000
Lying (Prone) Abdominal Stretch, 1820000
Lying (supine) Abdominal Stretch, 2680000
Standing Abdominal Stretch, 6390000
Cable Standing Twisting Crunch, 2060000
Lever Seated Twisting Leg Raise Crunch (plate loaded), 1110000
Weighted Incline Twisting Crunch (arms crossed), 1240000
Weighted Side Crunch, 2980000
Weighted Side Crunch (on stability ball), 5180000
Weighted Twisting Crunch, 1070000
Weighted Twisting Crunch (on stability ball), 3010000
Weighted Incline Twisting Sit-up, 836000
Weighted Incline Twisting Sit-up (arms crossed), 1440000
Weighted Twisting Sit-up, 2850000
Weighted Twisting Sit-up (arms crossed), 4800000
Weighted Incline Twisting Crunch (arms crossed), 1240000
Weighted Side Crunch, 2980000
Weighted Side Crunch (on stability ball), 5180000
Weighted Twisting Crunch, 1070000
Weighted Twisting Crunch (on stability ball), 3010000
Weighted Incline Twisting Sit-up, 836000
Weighted Incline Twisting Sit-up (arms crossed), 1440000
Weighted Twisting Sit-up, 2850000
Weighted Twisting Sit-up (arms crossed), 4800000
Crunch, 408000000
Crunch (arms crossed), 8710000
Crunch (arms down), 14200000
Crunch Up, 205000000
Incline Crunch, 1490000
Incline Crunch (arms crossed), 2820000
Incline Crunch (arms down), 1910000
Ball Crunch (on stability ball), 2570000
Crunch (on stability ball, arms crossed), 5730000
Jack-knife Sit-up, 14000000
Jack-knife Sit-up (on bench), 6110000
Hanging Leg-Hip Raise, 5060000
Hanging Leg-Hip Raise (with ab straps), 10600000
Hanging Straight Leg-Hip Raise, 11900000
Incline Leg-Hip Raise, 2170000
Lying Leg-Hip Raise, 5650000
Leg-Hip Raise (on stability ball), 22000000
Vertical Leg-Hip Raise, 7340000
Vertical Leg-Hip Raise (parallel bars), 4460000
Vertical Straight Leg-Hip Raise (parallel bars), 3180000
Vertical Leg-Hip Raise (Bosu support), 826000
Incline Sit-up, 9670000
Incline Sit-up (arms crossed), 3240000
Inverted Sit-up, 24600000
Sit-up, 4990000000
Sit-up (arms crossed), 57800000
Sit-up (arms down), 843000000
V-up, 18820000000
Hanging Leg-Hip Raise, 5060000
Hanging Leg-Hip Raise (with ab straps), 10600000
Hanging Straight Leg-Hip Raise, 11900000
Incline Leg-Hip Raise, 2170000
Lying Leg-Hip Raise, 5650000
Leg-Hip Raise (on stability ball), 22000000
Vertical Leg-Hip Raise, 7340000
Vertical Leg-Hip Raise (parallel bars), 4460000
Vertical Straight Leg-Hip Raise (parallel bars), 3180000
Vertical Leg-Hip Raise (Bosu support), 832000
Incline Sit-up, 10400000
Incline Sit-up (arms crossed), 3240000
Inverted Sit-up, 24600000
Sit-up, 5520000000
Sit-up (arms crossed), 60400000
Sit-up (arms down), 843000000
Suspended Jack-knife, 15800000
Suspended Jack-knife Pike, 3800000
Suspended Pull Through, 85500000
Suspended Kneeling Rollout, 1290000
Suspended Standing Rollout, 4940000
Suspended Hanging Leg Hip Raise, 12700000
Medicine Ball Overhead Throw Sit-up (with partner), 2190000
Front Plank, 96400000
Stability Ball Rollout, 385000
Kneeling Abdominal Stretch, 1100000
Lying (Prone) Abdominal Stretch, 1820000
Lying (supine) Abdominal Stretch, 2680000
Standing Abdominal Stretch, 6390000
Cable Standing Twisting Crunch, 2060000
Dumbbell 45° Side Bend, 2330000
Dumbbell Russian Twist (on stability ball), 2250000
Dumbbell Side Bend, 4200000
Lever Seated Twisting Leg Raise Crunch (plate loaded), 1110000
Lever Kneeling Twist, 798000
Lever Lying Twist, 4230000
Lever Seated Side Bend, 8540000
Lever Seated Twist, 1150000
Lever Seated Twist, 1200000
Lever Seated Twist, 1150000
Lever Seated Side Crunch, 2010000
Lever Standing Side Bend, 11200000
Sled Side Leg Hip Raise (ab coaster), 4190000
Weighted Incline Twisting Crunch (arms crossed), 1240000
Weighted Side Crunch, 2980000
Weighted Side Crunch (on stability ball), 5180000
Weighted Twisting Crunch, 1070000
Weighted Twisting Crunch (on stability ball), 3010000
Weighted Incline Twisting Sit-up, 836000
Weighted Incline Twisting Sit-up (arms crossed), 1440000
Weighted Twisting Sit-up, 2850000
Weighted Twisting Sit-up (arms crossed), 4800000
Medicine Ball Straight Arm Russian Twist (legs extended), 5980000
Weighted Russian Twist (on stability ball), 2150000
Weighted 45° Side Bend, 8530000
Weighted Side Bend (on stability ball), 22600000
Weighted Incline Twisting Crunch (arms crossed), 1240000
Weighted Side Crunch, 2980000
Weighted Side Crunch (on stability ball), 5180000
Weighted Twisting Crunch, 1070000
Weighted Twisting Crunch (on stability ball), 3010000
Weighted Incline Twisting Sit-up, 836000
Weighted Incline Twisting Sit-up (arms crossed), 1440000
Weighted Twisting Sit-up, 2850000
Weighted Twisting Sit-up (arms crossed), 4800000
Cable Standing Twisting Crunch, 2060000
